worker_location,Skill,Price,SuccessRate
France,"Translation,TranscriptionProofreading,Editing & Proofreading,Translation English Indonesian",10,100
Lithuania,"Digital Illustration,Adobe PhotoshopAdobe Illustrator,Adobe InDesign,Logo Design,Vector Graphics,Book Cover Design,Book,Poster Design,Comic Art",50,100
United States,"YouTube,SEO Keyword ResearchYouTube Marketing,YouTube Development,SEO Audit,SEO Strategy,Social Media Marketing,Video Editing,Video Post Editing,Intro/Outro",10,71
Philippines,"React,AngularNode.js,Python,Test Driven Development,Object Oriented Programming (OOP),Lean Startup,UI/UX Prototyping,React Native,Swift",42,83
Philippines,"Adobe Illustrator,Adobe PhotoshopAdobe InDesign,Photography,Photo Editing,Graphic Design,Print Design,Social Media Design,Branding,Brand Identity",15,100
United Kingdom,"Adobe Photoshop,Adobe Photoshop LightroomPhotography,Retouching,Product Photography,Wedding Photography,Capture One Pro,Photo Manipulation,Mockup,Product Rendering",35,100
Sweden,"Communication Strategy,Design PatternsBusiness,Translation English Mandarin,Translation English Spanish,Marketing Strategy,Investment Banking,Finance,Social Media,Product Design",30,73
Ukraine,"Translation,Business EditingProofreading,Technical Editing,Translation English Dutch,Translation Dutch German,Translation English Thai,Transcription,Translation English Flemish,Translation Dutch English",20,100
Ukraine,"English Grammar,English SpellingEnglish - American,Egyptian Arabic - Egypt,Arabic,Translation English Arabic,Chemistry,Christian Theology,Arabic (Fosha-formal),Data Entry",15,99
Argentina,"Egyptian Arabic - Egypt,Arabic (Fosha-formal)English,Medical Terminology,Translation,Transcription,Medical Informatics,Medical Transcription,Medical Translation,Healthcare & Medical",10,
United States,"2D Design,Adobe Creative SuiteCorelDRAW,Corel Painter,Murals,Calligraphy,Photo Manipulation,Illustration,Drawing,Concept Art",50,
Macedonia,"iOS Development,SwiftRESTful API,Cocoa Touch,MapKit,Apple Xcode,UIKit,Apple Core Data,Apple Watch Application,Functional Programming",19.5,
Indonesia,"Translation Spanish French,Translation English FrenchFood & Drink,Logistics & Shipping,Localization,Localized Content,Website Translation,Localized Mobile Apps,Health & Wellness,Marketing",20,100
Ukraine,"Autodesk 3D Studio Max,V-RayPixologic Zbrush,Adobe Photoshop,Adobe Illustrator,3D Modeling,Texture Artist,Drawing,3D Rendering,Digital Sculpting",32,99
Greece,"Translation,Official Documents TranslationOfficial Correspondence Translation,Technical Translation,Contract Translations,Academic Translation,Audiovisual Translation,Computer Assisted Translation (CAT),Translation English Korean,Translation Korean English",18,86
Pakistan,"Voice Over Australian Accent,Voice OverVoice Talent,Male Voice Over,Audio Editing",110,100
Serbia,"Adobe Photoshop,Adobe IllustratorSony Vegas,Web Design,Mobile UI Design,Responsive Web Design,Product Design,Figma,Sketch,Infographic",10.75,85
Ukraine,"Adobe Creative Suite,Graphic DesignVideo Production,Logo,Print Design,Social Media Design",60,100
Bulgaria,"Adobe Photoshop,Adobe IllustratorWeb Design,Photo Editing,Print Design,Digital Photography,Adobe Photoshop Lightroom,Retouching,Photograph Color Correction",30,100
Indonesia,"PHP,CakePHPLaravel,SilverStripe CMS,CodeIgniter,AJAX,JavaScript,HTML5,CSS3,jQuery",16,100
Lithuania,"User Experience Design,User Centered DesignUser Interface Design,User Acceptance Testing,Mobile UI Design,UML,Scrum,Atlassian JIRA,Rapid Prototyping,Information Architecture",95,99
Pakistan,"Voice Over,Voice TalentVoice Recording,Voice Over English,Male Voice Over,Audio Editing,Mastering,Audio Production,Audiobook,explainer videos",62.5,100
Spain,"2D Design,LMS WaterWorksEngineering Design,Engineering Drawing,Mechanical Engineering,Mechanical Design,3D Design,Product Design,Autodesk AutoCAD,SolidWorks",15,100
Philippines,"Japanese,Voice Over JapaneseEnglish,Teaching Japanese,English Grammar,Travel Planning,Travel,Travel Agent,Translation English Japanese,Translation Japanese English",30,99
Canada,"Adobe Illustrator,Adobe PhotoshopPackaging Design,Design Research,Trend Analysis,Vector Graphics,Character Design,Design Patterns,Corporate Brand Identity,Layout Design",50,100
France,"Retouching,Color Correction/FiltersPhoto Editing,Adobe Photoshop,Image Editing",9,
Italy,"PHP,WordPressWooCommerce,HTML5,jQuery,JavaScript,CSS3,UX/UI,Web Design",30,100
Singapore,"Transcription,Academic TranslationSubtitles,Editing,Translation English Brazilian Portuguese,Proofreading,Microsoft Office",15,100
United Kingdom,"PHP,CodeIgniterAJAX,JavaScript,Vue.js,API Development,Responsive Web Design,Yii,Laravel,CakePHP",30,100
Ukraine,"Voice Over,Voice ActingNarration,Audiobook,Audio Editing,Voice Over English,Voice Over American Accent,Scriptwriting",37.5,92
Portugal,"Autodesk AutoCAD,ArchicadArchitectural Design,Drafting,Autodesk Revit,Interior Design,Interior Architecture,Interior Design Consultation",40,
United States,"German,TranslationEnglish,Translation English German",14,96
Austria,"Video Production,Video EditingVideography,Final Cut Pro,Adobe Premiere,Adobe After Effects,Video Ads,Video Production,Film Editing",60,99
Sweden,"YouTube Marketing,Social Media MarketingFacebook Marketing,Instagram Marketing,Twitter Marketing,Pinterest Marketing,Virtual Assistant,Administrative Support,Administrate,Email Handling",5,84
United States,"PHP,PSD to HTMLTheme Development,Twitter Bootstrap,WordPress,CMS Development,Wordpress Theme,PSD to Wordpress,Custom CMS,API Integration",20,95
Poland,"Logo Design,Corporate Brand IdentityGraphic Design,Adobe Illustrator,Adobe Photoshop,Banner Ad Design,Business Card Design,Print Design",15,92
Hungary,"Translation,Translation English ItalianTranslation Italian English,Translation Spanish Italian,Translation Italian Spanish,WordPress,eCommerce,Google Docs,Proofreading,Shopify",8,86
Ukraine,"Customer Service,Technical SupportSales,Embedded C,Quality Assurance,Data Entry",5,90
Argentina,"Internet Research,Administrative SupportDatabase Administration,Email Handling,Data Encoding,Email Marketing,Email Technical Support,Data Mining,Facebook Marketing",4,
Pakistan,"Adobe InDesign,Adobe DreamweaverGraphic Design,Adobe Photoshop,eBook,PDF Conversion,JavaScript,Website Development,Excel VBA,HTML",10,100
Russia,"Digital Marketing,Drop ShippingShopify,Customer Service,eCommerce,Email Support,Ticketing Systems,Amazon,Order Fulfillment,Project Management",8,100
Costa Rica,"Graphic Design,AdvertisingPackaging Design,Branding,Logo Design,Web Design,Corporate Brand Identity,Corporate Communications,Brochure Design,Print Design",65,100
Ukraine,"Time Management,Cultural AdaptationTechnical Writing,Interpretation,Translation English Spanish,Communications",3.75,
United Kingdom,"Proofreading,EditingReports,Translation Arabic English,Graphic Design,Adobe Photoshop,Article Writing,PDF,Content Writing,Teaching English",22,98
United States,"Email Marketing,Logistics & ShippingReal Estate Investment Assistance,Invoice Managemement,Social Customer Service,Podcasting,WordPress e-Commerce,Customer Service,Virtual Assistant,Administrative Support",10,
Mexico,"User Interface Design,User Experience DesignLogo Design,Corporate Brand Identity,Photo Editing,Presentation Design",30,91
United States,"Illustration,Character DesignChildren's Book Illustrator,Vector Graphics,Cartooning,Animation,Adobe Illustrator,Graphic Design",37,100
United States,"Pardot Administration,Salesforce CRMSalesforce App Development,Salesforce Marketing Cloud,Pardot Marketing,Mailchimp,Marketo,APEX,Visualforce,HubSpot",65,100
Pakistan,"Copywriting,Financial WritingMarketing Strategy,Business,Risk Management,Insurance Consulting,Editing,Non-Fiction Writing,Microsoft PowerPoint,Microsoft Excel",125,100
Ukraine,"Adobe InDesign,Adobe IllustratorGraphic Design,Adobe Photoshop,CorelDRAW,Logo Design,Corel Painter,Creative Writing,Editing",40,100
Italy,"Adobe Photoshop,Adobe IllustratorHTML,HTML5 Canvas,CSS,Adobe Animate,Adobe After Effects,Graphic Design,Animation,Lottie",30,95
United States,"Graphic Design,BrandingLogo Design,Brand Guidelines,Corporate Brand Identity,Calligraphy,Web Design,Print Design,Brand Positioning,Typography",15,100
Brazil,"Customer Insights,Customer SupportInformation & Communications Technology,Sales",4,
Philippines,"Print Production,Print DesignGraphic Design,Brochure Design,Book,Prepress,Editorial Design,Adobe InDesign,Layout Design,Format & Layout",50,100
United States,"Customer Support,ZendeskEmail Support,Cross Functional Team Leadership,Technical Support",13,
United States,"Copywriting,Spanish - Latin AmericaProofreading,Social Media Marketing,SEO Writing,Translation English Spanish,Content Writing,Ghostwriting,Sports Writing,English - American",8,98
Russia,"Digital Illustration,Adobe PhotoshopAdobe Illustrator,Children's Book Illustrator,Concept Design",45,
Egypt,"Translation English Brazilian Portuguese,SubtitlesEnglish,Portuguese,Writing,Proofreading,Medical Translation,Technical Translation,Editing,Translation Italian Portuguese",7.5,98
Ukraine,"Storyboarding,Microsoft PowerPointAnimated,Presentation Design",37.5,100
United Kingdom,"Instagram Marketing,Twitter MarketingCommercial Photography,Portrait Photography,Lifestyle Photography,Retouching,Public Relations,Social Media Management,Social Media Marketing,Facebook Marketing",65,93
Serbia,"Translation Arabic English,Graphic DesignTechnology,PC,Frontend Development,Live Interpreter,Hospitality & Tourism,Language Tutor,Research,Translation English Arabic",16,
Mozambique,"Motion Graphics,Music Videos2D Animation,3D Animation,Explainer Video,Lyrics Video,Motion Design,Adobe After Effects,Adobe Premiere Pro,Maxon Cinema 4D",25,100
United States,"Adobe After Effects,Motion Graphics & Visual EffectsCommercials,Video Production,Infographics,Documentary Films,Lyrics Video,Music Videos,explainer videos,Trailer",50,100
Philippines,"Adobe Photoshop,Icon DesignLogo Design,Game Design,Web Design,User Interface Design,Adobe Illustrator,HTML,CSS,Adobe XD",40,100
Ukraine,"Autodesk AutoCAD,2D DesignCNC Programming,2D Design,2D Design/Drawings,Laser Engraving,Computer Aided Manufacturing (CAM)",15.65,
Mexico,"Krita,Pixologic ZbrushKeyShot,Illustration,Digital Illustration,Children's Book Illustrator,Portrait Painting,Realist Painting,Adobe Photoshop,Adobe Illustrator",22,94
Bangladesh,"Polish,GermanEnglish,Spanish - Castilian (Spain),Translation Polish English,Translation Polish German,Portuguese,Translation,Translation English Spanish,Chinese",12,100
Costa Rica,"Stakeholder Management,Presentation DesignBusiness,Microsoft PowerPoint,Microsoft PowerPoint,Animated,Pitch Decks,Presentation,Sales Presentation,Training",25,93
United States,"Retouching,Photo ManipulationImage Processing,Adobe Photoshop,Adobe Photoshop Lightroom,Photo Editing,Photography,Digital Photography,Image Editing,Graphic Design",75,100
Philippines,"Adobe Photoshop,ArcGISLumion,SketchUp,Autodesk AutoCAD,Autodesk 3ds Max,Autodesk Revit,Urban Planning,Architecture",30,
Brazil,"SolidWorks,Autodesk 3ds Max3D Design,Industrial Design,3D Printing,3D Rendering,Product Design,Logo Design,Adobe Photoshop,Blender",16,
Brazil,"Retouching,BeautyFashion,Portrait,Adobe Photoshop,Fashion Retouch,Photo Editing,Photography,Photo Manipulation,Photograph Color Correction",20,100
Ukraine,"Adobe Animate,Video ProductionVideo Animation,Adobe After Effects,Video Design,Videography,Video Editing,Adobe Premiere Pro,Motion Graphics",10,100
India,"Graphic Design,Logo DesignBanner Ad Design,Flyer Design,Image Editing,Business Card Design,Retouching,Vector Tracing,Adobe Illustrator,Adobe Photoshop",10,83
United States,"Creative Writing,BusinessBrand Consulting,Brand Marketing,Advertising,Blog Writing,Article Writing,Business Development,LinkedIn,Biography Writing",150,99
India,"Adobe Photoshop,Image EditingPhoto Editing",7,
Ukraine,"Typing,Editorial WritingInterpretation,Translation English Spanish,Translation Spanish English,Translation,Medical Translation,Legal Translation",20,100
Spain,"Customer Service,Email SupportEnglish,Communication Skills,Technical Support,Transcription,Chat Support,Spelling,Time Management,Multitasking",7,97
Ukraine,"Social Media Marketing,Social Media ManagementContent Creation,Content Marketing,Content Strategy,SEO,Search Engine Marketing,Brand Marketing",20,
India,"Web Design,Graphic DesignAdobe Photoshop,Adobe Illustrator,Print Design,Adobe XD,Banner Ads,Animation,Social Media Marketing,Adobe After Effects",18,100
Spain,"Photography,Graphic DesignDigital Design,Social Media Posts,Project Management Capability,Photo Editing,Adobe InDesign,Adobe Illustrator,Adobe Photoshop,Production Planning",35,100
Ukraine,"Translation English Japanese,Translation Japanese EnglishTranslation English Indonesian,Translation Indonesian English,Translation,Transcription,Subtitles",20,100
United States,"Photo Editing,RetouchingClipping Path,Photo Manipulation,Adobe Illustrator,Vector Tracing,Product Photography",5.56,97
Pakistan,"Python,RStatistics,A/B Testing,Quantitative Analysis,Data Science,Machine Learning,Amazon Redshift,Amazon Web Services,Amazon S3",80,100
Serbia,"Node.js,API DevelopmentTypeScript,API,MongoDB,API Integration,JavaScript,Nest.js",35,
Ukraine,"Joomla,WordPressPHP,HTML,Smarty,CSS,JavaScript,JSON,jQuery,Joomla Migration",14.99,97
United Kingdom,"Translation English Swedish,Translation Swedish EnglishSubtitles,Captions,Audiovisual Translation,Website Translation,Editorial Translation,Translation,Editing & Proofreading,Transcription",35,100
China,"Architecture Photography,Lifestyle PhotographyProduct Photography,Retouching,Adobe Photoshop Lightroom,Studio Photography",300,93
Russia,"Video Editing,2D AnimationAdobe After Effects,Adobe Premiere Pro,3D Modeling,Maxon Cinema 4D,Motion Graphics,DaVinci Resolve,Sketch",15,100
Philippines,"Adobe After Effects,Adobe IllustratorMaxon Cinema 4D,3D Design,Motion Graphics,Video Animation,Children's Book Illustrator,Instagram Stories,Video Ads,Motion Design",15,65
Ukraine,"Microsoft Visio,Document ReviewSoftware QA Testing,Etsy Administration,Editing & Proofreading,Business Analysis,Microsoft Excel,Microsoft PowerPoint,Process Documentation,Intuit QuickBooks",40,
United States,"Insurance Coverage Analysis,Insurance Agency OperationsInsurance Consulting,Insurance Policy Analysis",100,100
Canada,"Adobe InDesign,Adobe IllustratorMicrosoft Word,Microsoft PowerPoint,Keynote,Adobe Acrobat,Brochure Design,Business Card Design,Cover Design,Desktop Publishing",40,100
Indonesia,"Vector Graphics,Icon DesignLogo Design,Design Patterns,Digital Art,Poster Design,Character Design,Book,2D Design,Infographics",13,98
United States,"Academic Writing,Academic ResearchCopyediting,English Grammar,English Punctuation,English Proofreading,Developmental Editing,Error Checking,English Spelling,Proofreading",75,
Ukraine,"Adobe Creative Suite,Adobe IllustratorAdobe Photoshop,Adobe InDesign,Final Cut Pro X,Google Web Designer,Photography,Videography",25,
United States,"Salesforce CRM,Microsoft ExcelExcel VBA,Tableau,Data Analysis",45,100
Bangladesh,"Website Content,CopywritingFinancial Writing,Blog Writing,Content Writing,Inbound Marketing,Emails & Newsletters,White Paper Writing,eCommerce,Case Study",75,98
Ukraine,"Copywriting,Sales LettersSales Writing,Email Marketing,Marketing Strategy,SEO,Business Coaching,Brand Marketing,Conversion Rate Optimization",155,97
Serbia,"Retouching,Adobe PhotoshopAdobe Photoshop Lightroom,Graphic Design,Logo Design,Product Photography,Adobe Illustrator,Photograph Color Correction",20,100
Argentina,"Direct Marketing,Facebook MarketingFreelance Marketing,Internet Marketing,Startup Consulting,Entrepreneurship,Business Coaching,Business Consulting,Funnel Testing",350,98
China,"Book,Layout DesignT-Shirt Design,Graphic Design,Corporate Brand Identity,Adobe Photoshop,Adobe Illustrator,Adobe InDesign,Logo Design,Packaging Design",20,100
Thailand,"PHP,WordPresseCommerce,Magento,Custom CMS,Custom PHP,Plugin Customization,Shopify,Laravel,CodeIgniter",5,25
Egypt,"User Interface Design,User Experience Designsketch app,Adobe Photoshop,Adobe Illustrator,iPhone UI Design,Mobile UI Design,Vector Graphics,2D Design,Responsive Web Design",43.75,95
Egypt,"PHP,JavaScriptYii,jQuery,MySQL Programming,CSS,HTML,CodeIgniter,Zend Framework,MongoDB",25,100
Mexico,"Google Analytics,Google Tag ManagerGoogle Data Studio",75,
Macedonia,"Adobe Photoshop,Adobe IllustratorAdobe InDesign,Web Design,Presentation Design,Logo,Logo Design,Advertising,Marketing,Digital Design",125,100
Croatia,"Python,Data AnalysisData Science,Machine Learning,Python Pandas,Python Numpy FastAI,Matplotlib,Seaborn",20,
Spain,"3D Modeling,AnimationComputer Animation,Architectural Rendering,Autodesk 3ds Max,3D Design,3D Sculpting,3D Rendering,3D Visualization,Autodesk 3D Studio Max",60,100
Serbia,"Translation Hebrew English,Translation English HebrewTranslation German Polish,Translation English Polish,Translation Hungarian English,Translation English Hungarian",15,97
Ukraine,"Calligraphy,LetteringTypography,Logo Design,Print Design,Illustration,Graphic Design,Font Development,Branding,Covers & Packaging",50,94
South Korea,"Supervisory Skills,ProofreadingFrench,Interpretation,Transcription,Project Planning,Computer Skills,Customer Service,Haitian Creole",20,
Australia,"Responsive Web Design,WordPressSocial Media Marketing,SEO Audit,Blog Development,Social Media Management,Blog Writing,SEO Writing,HubSpot,Pinterest Marketing",50,99
Ukraine,"2D Animation,AnimationMotion Graphics,Character Animation,Character Design,Adobe After Effects,Adobe Illustrator,Motion Design,Adobe Photoshop,Adobe Premiere Pro",9,100
United States,"UX/UI,UI/UX PrototypingAdobe XD,InVision,Figma,Flat Design,Minimal,iOS,Android,Prototype",20,100
Ukraine,"Official Documents Translation,Website TranslationFinancial Translation,Virtual Assistant,Editing & Proofreading,Christian Theology,Translation English French,Translation French English,Customer Service,French",5,
India,"Technical Translation,Mathematics TutoringSports Writing,Translation,Translation English Khmer,Data Entry,Microsoft Excel,Finance,Accounting Principles & Practices",15,100
Israel,"Adobe Illustrator,Adobe PhotoshopAdobe InDesign,Graphic Design,Brochure Design,Print Design,Banner Ad Design,Logo Design,Infographic,Presentation Design",38.75,95
Russia,"Facebook Marketing,Instagram MarketingPay Per Click Advertising,Mobile Advertising,Social Media Marketing,B2B Marketing,Advertising,Marketing Strategy,Lead Generation,Paid Media",199.99,100
United States,"Voice Over,Voice ActingVoice Talent,Voice Recording,Voice Over English,Voice Over Australian Accent,Female Voice Over,Voice Over British Accent,English - American,Voice Over American Accent",50,
Argentina,"Film Scoring,Film EditingVideo Editing & Production,Color Grading,Video Design,YouTube Marketing",15,
Japan,"Adobe Premiere Pro,Adobe After EffectsVideo Editing,Video Production,Video Post Editing,DaVinci Resolve,Video Color Correction,Sony Vegas,Color Grading,Magic Bullet Colorista",25,99
United Kingdom,"Illustrations,WatercolorWatercolor Painting,Adobe Photoshop,Adobe Illustrator",20,100
United Kingdom,"Logo Design,Adobe IllustratorAdobe Photoshop,Corporate Brand Identity,Brochure Design,Packaging Design,Business Card Design,Flyer Design,Graphic Design,Game Design",17,100
Russia,"Voice Talent,Voice OverProTools,Internet Research,Customer Service",125,100
Ukraine,"Flyer Design,Banner AdsBrochure Design,Business Card Design,Poster Design,Banner Ad Design,Trade Show Exhibition Design,Graphic Design,Layout Design,Print Design",75,100
Brazil,"Official Documents Translation,TranslationAcademic Translation,Translation English Thai,Translation Thai English,Legal Translation,Thai",5,100
Ukraine,"Music Videos,Video EditingVideo Color Correction,Video Post Editing,Motion Graphics & Visual Effects,Explainer Video,Subtitles,Captions,Rotoscoping,Infographics",25,100
United States,"Motion Graphics,3D AnimationMaxon Cinema 4D,Adobe After Effects,Adobe Illustrator,Adobe Photoshop,3D Modeling,3D Design",20,93
United States,"Article Writing,Translation English Frenchnan",80,76
Thailand,"Photography,TranslationMarketing Research,Counseling Psychology,Sales,Translation English Thai,Translation Thai English",30,
United Kingdom,"Frontend Development,Graphic DesignCSS3,HTML5,Web Design,Adobe Photoshop",10,
Bangladesh,"Notary Public,Microsoft ExcelMicrosoft Excel PowerPivot,Microsoft PowerPoint,Google,Time Management,Multiple Email Inbox Handling,Multitasking,Editing & Proofreading,Organizational Design & Effectiveness",35,
Pakistan,"Editing,TranscriptionTranslation English Spanish,Translation Italian Spanish,Teaching English,Teaching Spanish",5,
Ukraine,"Software Testing,Data EntryData Mining,Web Design,Microsoft Excel,WordPress,Microsoft Word,Microsoft Office,Training Online LMS",30,74
Italy,"Instructional Design,eLearningProject Management,Articulate Storyline,User Experience Design,User Interface Design,Adobe Captivate,Mobile UI Design,Website Development,PHP",50,92
Honduras,"Subtitles,TranslationTranscription,Translation Portuguese English,Translation English Brazilian Portuguese,Translation Brazilian Portuguese English,Translation English Portuguese",25,
Philippines,"Translation,PortugueseTranslation English Portuguese,Translation Portuguese English",22,100
Philippines,"Autodesk AutoCAD,Urban DesignArchitectural Rendering,Landscape Design,Autodesk Revit Architecture,Autodesk BIM 360,3D Modeling,Education,Training,Interior Design",22.5,
Venezuela,"3D Design,3D AnimationBlender,Unity,Game Development,Game Programming",20,100
United Kingdom,"Internet Research,Data EntryData Mining,Virtual Assistant,Data Analysis,PDF Conversion,Microsoft Excel,Microsoft Word,Google Docs,Google Sheets",5,92
Argentina,"Adobe Photoshop,Logo DesignWeb Design,Photo Editing,Adobe Photoshop Lightroom,Adobe Illustrator,Vector Graphics,Instagram Stories,Social Media Imagery,Social Media Design",30,100
Palestinian Territories,"Video Editing,Adobe PremiereAdobe Photoshop,Videography,Adobe Audition,Photography,Photo Editing,Photojournalism,Video Production,Video Color Correction",38,100
Philippines,"HTML5,CSS3jQuery,PSD to HTML,Bootstrap,HTML,CSS,Web Design",120,100
Ukraine,"Video Production,Advertising & PromotionMotion Graphics,Video Ads,Intro/Outro,Video Color Correction,Video Editing,Videography,Video Post Editing,Video Animation",12,98
Latvia,"Graphic Design,Logo DesignAdobe Photoshop,Adobe Illustrator,Photo Editing",10,
India,"Animation,2D Animation3D Animation,Character Animation,2D & 3D Logo Animation,Video Animation,Logo Animation,Motion Design,Motion Graphics,Motion Graphics & Visual Effects",75,100
United States,"Tax Preparation,Financial ReportingFinancial Accounting,Financial Analysis,Financial Management,Corporate Finance,Corporate Taxes,Intuit Lacerte Tax,Auditing,Financial Modeling",150,100
Serbia,"Translation,Translation English SpanishWriting,Proofreading,SEO,Spanish - Castilian (Spain),English,Transcription,Editing,Subtitles",37.5,100
Ukraine,"Trade Show Exhibition Design,Industrial DesignInterior Design,Sketching,Architectural Rendering,Exhibition Design,Maxon Cinema 4D,Art Direction,Creative Direction,3D Design",20,88
Ukraine,"Logo Design,Caricature DrawingDigital Painting,Book Cover Design,Illustration,Manga,Comic Art,Storyboarding,Realist Painting,Watercolor Painting",11,96
Philippines,"Adobe Photoshop,Cover DesignBook Cover Design,Label and Package Design,Book,Illustration,Adobe Illustrator,Page Layout Design",35,89
Serbia,"Technical Support,Customer SupportData Entry,eBay,Virtual Assistant,Amazon,Chat Support,Etsy Administration",8,83
Dominican Republic,"Adobe Premiere Pro,Adobe After EffectsAdobe Photoshop,Adobe Audition",33.33,92
Venezuela,"Industrial Design,Product DesignPrototyping,Prototype Model,3D Printing,Mechanical Design,3D Modeling,CAD,SolidWorks,Design Research",45,
Argentina,"Mobile App Design,InVisionSoftware Design,Web Design,Prototype,User Flows,UX/UI,Style Guide,Coding,Wireframes",30,
Brazil,"Django,Ruby on RailsPostgreSQL,MySQL,Python,Swift,Kotlin,React,React Native,PHP",34,96
Singapore,"Video Editing,Adobe PremiereAdobe After Effects,Adobe Photoshop,Video Strategy,YouTube,Video Sales Letter,Video Post Editing,Video Ads,Video Design",37.5,
United States,"Adobe Photoshop,IllustrationAnimation",32,95
Ukraine,"Transcripts,Writingnan",10,
Jordan,"Adobe Premiere Pro,Adobe After EffectsMotion Graphics & Visual Effects,Video Editing,Intro/Outro,Motion Graphics,Explainer Video,Logo Animation,Graphic Design,Video Post Editing",63,100
Ukraine,"Golang,JavaDocker,Python,Angular,AWS CodeDeploy,Ionic Framework,Node.js,RxJS,AWS CloudFormation",55,
United Kingdom,"Alibaba Sourcing,CopywritingSupply Chain Management,SEO Keyword Research,Market Analysis,Pay Per Click Advertising,Marketing Research,Amazon Webstore,Business Coaching,Business Analysis",79.99,100
Serbia,"SEO Writing,Content MarketingDigital Marketing,Email Marketing,Social Media Marketing,Smartsheet,Apple iMovie,Microsoft Office,Website Copywriting,Digital Marketing Strategy",75,93
United Kingdom,"Adobe Illustrator,PhotographyAdobe Photoshop,Rhinoceros 3D,Chaos Group V-Ray",25,100
Ukraine,"Social Media Marketing,Facebook MarketingTwitter Marketing,Instagram Marketing,Pinterest Marketing,LinkedIn Development,Tumblr,Lead Generation,Facebook Ads Manager,Instagram Ad Campaign",5,
Austria,"Adobe Illustrator,Adobe PhotoshopVector Graphics,Digital Art,Editorial,Digital Illustration,Infographics,Lettering,Packaging,Album Covers",75,94
Ukraine,"Adobe Photoshop,IllustrationInfographics,Adobe Illustrator,Drawing,Adobe InDesign,Comic Art,Book Cover Design,Poster Design",25,94
Ukraine,"Adobe Photoshop,UX/UIBusiness Card Design,Logo Design,Branding,Web Design,Adobe Illustrator,Adobe XD,Graphic Design,UI Graphics",25.6,99
Egypt,"Translation,Academic WritingEmail Support,Virtual Assistant,Data Entry,Lead Generation,Transcription,Content Writing,Project Management,Social Media Management",12,
Belgium,"Computer Skills,Salesnan",5,
Argentina,"3D Design,3D ModelingDesign,Autodesk AutoCAD,Sketchbook Pro,Lumion",19.25,
Ukraine,"Translation,Translation English ArabicProofreading,Medical Translation,Medical Transcription,Medical Terminology,Medical Reports,Healthcare & Medical,Technical Writing,Blog Writing",6,100
Ukraine,"Autodesk 3ds Max,3D Animation2D Animation,Visualization,Adobe Premiere,VFX Animation,Autodesk AutoCAD,Adobe Photoshop,Photography,3D Design",30,100
Pakistan,"Adobe Illustrator,Adobe Photoshopnan",23,100
United States,"Marketing,Brand StrategyMarketing,Marketing Communications,Advertising,Mobile Advertising,Marketing Strategy,Brand Consulting,Digital Marketing,Interactive Advertising",200,
Ukraine,"Adobe Photoshop,Adobe InDesignAdobe Illustrator,Brochure Design,Menu Design,Business Card Design,Logo Design,Flyer Design,Branding,Banner Ad Design",22.5,98
Guatemala,"Trello,Adobe Photoshop LightroomAdobe Premiere Pro,Slack,Google",75,
Philippines,"Illustration,2D AnimationAdobe Illustrator,Adobe Photoshop,Animation,Sticker Design,Game Design,Adobe Animate,2D Game Art,UX/UI",50,97
United States,"Translation,TranscriptionMicrosoft Word,Microsoft Excel,Translation Spanish English,Translation English Spanish,Data Entry",8,
Egypt,"WordPress,MagentoMailchimp,AWeber,Optimizepress,Gravity Forms,JavaScript,jQuery,GetResponse,Learning Management System (LMS)",21,100
Ukraine,"Accuracy Verification,Cultural AdaptationTranslation English Bosnian,Translation English Serbian,Translation Croatian English",30,
United States,"Adobe Premiere Pro,Adobe PhotoshopAdobe After Effects",3,100
Indonesia,"Japanese,EnglishTranslation English Japanese,Market Research,SEO Writing,Copywriting",45,100
Bangladesh,"Internet Research,Data EntryVirtual Assistant,Lead Generation,LinkedIn Recruiting,Internet Marketing,Google Search,Google Spreadsheets,Administrative Support,Typing",5,82
United States,"Logo Design,Graphic DesignAdobe Illustrator,Adobe Photoshop,Microsoft Word",10,100
Russia,"Flyer Design,Magazine LayoutAdobe Illustrator,Adobe Photoshop,Adobe InDesign,Graphic Design,Logo Design,Digital Marketing,Email Marketing,Social Media",35,100
India,"Presentation Design,Microsoft PowerPointPresentation,Fundraising,Keynote",50,97
Ukraine,"Musical Composition,Music ProducingPiano Composition,Sound Design,Orchestration,Music Arrangement",39,97
Sweden,"Video Editing,Audio EditingPhotography,Adobe Premiere,Adobe After Effects,Video Post Editing,Music Video,Adobe Audition,YouTube",15,
United States,"Article Writing,SEO WritingMedical,Medical Translation,Proofreading,Scientific Writing,Creative Writing,Content Writing,Blog Writing",10,
Ecuador,"Brand Identity,Logo DesignVector Graphics,Digital Illustration,Graphic Design,Branding,Logo,Illustration,Logo",39,99
Ukraine,"Brand Positioning & Messaging Strategy,Corporate Brand IdentityPersona Development,Storytelling,Brand Guidelines,Brand Identity & Guidelines,Brand Research,Marketing Collaterals,Brand Identity,Competitive Analysis",125,100
United States,"WordPress,Graphic DesignVideo Production,Adobe After Effects,Illustration,Logo Design,T-Shirt Design,Custom PHP,Shopify,CSS",30,93
United States,"Transcription,Internet ResearchEcommerce Platform Development,Virtual Assistant,Data Entry,Market Research,Microsoft Excel,eCommerce,Social Media,Online Research",25,100
Egypt,"Technical Translation,Academic TranslationEditorial Translation,Translation,Teaching English,English,Spanish - Castilian (Spain),Translation English Spanish",15,100
