Skills,worker_location,Price,SuccessRate
"Print Design,Responsive Web Design,Translation Russian English,Prototype Model,Voice Over,Narration,Audio Editing,Voice Over English,Illustration,Female Voice Over,Vector Graphics",United States,52.13,100.0
"eCommerce,WooCommerce,Adobe PhotoshopRetouching",United States,51.51,100.0
"JavaScript,Excel,Shopify,Translation,Creative Strategy,Proofreading,Graphic DesignVideo Production,Writing,English Punctuation,Web Research,Computational LinguisticsPhonetics,eCommerce,Ecommerce Platform Development",Argentina,42.32,99.0
"SEO Writing,Translation Croatian English,AMP Web Development,Market ResearchAccounting,Photograph Color Correction,Adobe InDesign",Canada,42.29,100.0
"Print Design,Poster Design,Workshop Facilitation,Translation English Hungarian,Project Management",India,3.0,100.0
"JavaScript,Photography,Poster Design,Linguistics,Voice Acting,Corporate Brand Identity,SolidWorks",Canada,30.97,100.0
"TranscriptionTranslation English Italian,Translation Russian English,Translation",Philippines,33.91,100.0
"Microsoft PowerPoint,Shopify,eCommerce,Product Descriptions",Spain,3.0,99.0
"Machine Learning,Automation,Final Cut Pro,Flyer Design",Ukraine,180.91,99.0
"Project SchedulingProject Management,Graphic Design,Autodesk Revit Architecture,Logo Design,Custom Part Design,Voice Over American Accentnan,Translation English Brazilian Portuguese,CAD Drafting,Technical Editing,Quick Books Online,WebGL,Furniture Design,Photo ManipulationAdobe Photoshop",Ukraine,75.17,99.0
"English,Adobe Flashnan,Translation French English,Interactive Voice Response,French,Brochure Design,Sound Editing,Physics,eBook,Voice Over French",United States,417.62,100.0
"Photo EditingCharacter Design,SEO Writing,Adobe InDesignAdobe Photoshop,Photography,Graphic Design,Narration,Photo Editing,Adobe Photoshop Lightroom,Photograph Color Correction,Adobe Photoshop LightroomRetouching,Adobe Premiere,Texture Artist",Philippines,34.45,100.0
"Graphic Design,Mechanical Design,SEO Keyword ResearchYouTube Marketing,Icon Design,Digital Photography,Photo Editing,Adobe Photoshop Lightroom,Photograph Color Correction,Adobe Premiere",Venezuela,16.19,97.0
"Web UI,Solar EnergyWind Power Consulting,Adobe Photoshop,Photo sharing,User Interface Design,Google Docs,Adobe Illustrator,Adobe Photoshop Lightroom,Translation English ArabicWriting,Microsoft OfficeTranslation English Korean",Canada,72.72,100.0
"Shopify,Translation Italian Spanish,Translation English Portuguese,Adobe Illustrator,Translation English FrenchAmazon Seller Central,Proofreading,Website Optimization,Oberlo",United Kingdom,18.33,99.0
"Subtitles,Translation English Portuguese,CartooningPortraiture,Translation Portuguese English,Translation Brazilian Portuguese English,Corporate Brand Identity",United States,513.04,100.0
"Print DesignLayout Design,Technical Illustration,Cartoon CharacterAdobe Photoshop,Illustration,Adobe After Effects,CorelDRAW,Color Grading",Ukraine,46.41,91.0
"Data Analysis,Book Editing,Internet Research,Adobe PDF,Graphic Design,Ecommerce Platform Development,Product Photography,Flyer Design,Shopify Plus,Project Management Professional",United States,39.83,100.0
"KeyShot,Autodesk AutoCADArchicad,Proofreading",United Kingdom,126.32,100.0
"Print Design,Swift,Music ProducingPiano Composition,AngularJS,Adobe Photoshop,Caricature DrawingDigital Painting",Egypt,27.65,100.0
"Infographics,Adobe Creative Suite,Motion Graphics,Translation French English,Financial Writing,Logo Design,Presentation Design",Serbia,19.27,93.0
"Military,Logic Pro,VFX Design,Music Producing,DaVinci Resolve,Podcasting,OpenCart,InfographicsLogo Design,Press Advertising",Philippines,128.42,100.0
"Organizer,BIM Modeling,Flyer Design",Philippines,3.0,98.0
"English,Organizational Behavior,Website DevelopmentWordPress,Visual Arts,Voice Over,Translation French English,Translation English Italian,Essay Writing,Voice Over English,Documentary,Grammar,Mobile App Development,Translation English Russian,Website TranslationFinancial Translation,Voice Recording,Adobe InDesign,WInd Farm Evaluation,Mission Statement",South Korea,58.05,77.0
"Microsoft Excel,Responsive Web Design,Internet Research,Excel VBA,Writing,Adobe Illustrator",Germany,57.47,97.0
"Print Design,Graphic Design,Translation Italian English,Logo Design,Brochure Design,Google Suite,Order Fulfillment,Order Tracking,Translation English Russian,Customer Support,Flyer Design",United States,36.31,100.0
"Concept Design,Graphic Design,Translation",Russia,17.23,98.0
"English,Motion Graphics,Magic Bullet Colorista,Video Advertising,Adobe After EffectsVideo Editing,CAD Drafting,Adobe Premiere ProDaVinci Resolve,Graphic DesignBrand Identity,Translation English Chinese,SEO Strategy,Data Entry,Video Editing,Content Writing",United States,17.18,95.0
"Graphic Design,Article WritingWebsite Content,Logo Design,Subtitles,Tax Law,Adobe XD,Web Design,Travel Planning,Video Editing,React",India,35.85,79.0
"Microsoft Excel,Shopify,Audio Editing,Macros,Motion Design,Product Descriptions,Computational LinguisticsPhonetics,eCommerce,Ecommerce Platform Development,WooCommerce",Australia,28.31,100.0
"Print Design,CRM,Lead GenerationData Mining,Shopify,Invitation Design,Graphic Design,Translation Ukrainian English,Data Encoding,Concept Designnan,CorelDRAW,eCommerce,TextileTextile Engineering,WooCommerce",Philippines,33.75,100.0
"Squarespace,Infographics,Medical Transcription",India,46.52,97.0
"Academic Editing,CodeIgniter,TypeScript,Logo Design,Microsoft WordFinancial Analysis,Photo Editing,Slovakian",United States,40.24,100.0
"Shopify Apps,Digital Art,Book,Voice Over Korean,Fashion Retouch,KeyShot,Editing,Mobile UI Design,Adobe Illustrator,Google DocsGoogle Sheets",Mexico,20.43,100.0
"Pixologic Zbrush,Singing,RESTful API,Voice Over,Film Direction,Voice Over English,German,Communication,Corporate Brand Identity,Architectural Design,Physical Fitness",Philippines,18.5,99.0
Translation,Philippines,32.93,100.0
"Translation,User Experience Strategy,Illustration,Translation English Russian,Male Voice Over,Proofreading",Brazil,6.61,100.0
"Print Design,Infographics,Voice ActingVoice Talent,Singing,Brand Identity,Graphic Design,Voice Over,Translation Chinese EnglishSocial Media Marketing,WordPress,Financial Modeling,Voice Acting,Accounts Receivable Management,Adobe Acrobat",Ukraine,45.26,100.0
"Sales,Translation Spanish English,Poster Design,Comic Art,Logo Design,AngularJS,Marketing AutomationKlaviyo,Social Media Content Creation,Translation English Spanish,Video DesignSound Editing,Ghostwriting",United States,130.17,86.0
"Print Design,English Punctuation,Final Cut Pro X,English Proofreading,Voice Acting,Adobe After Effects,Email Copywriting,Corporate Brand Identity",United States,13.43,100.0
"Logo Design,AJAX",Egypt,44.74,100.0
"Internet Research,Content Editing,CSS,English Proofreading,Adobe Photoshop,English Spelling,English Grammar,Translation English Arabic",Argentina,48.22,100.0
"JavaScript,Proofreading,Patent LawLegal,Translation Slovak English,Financial Modeling,Accounts Receivable Management,Accounting",Argentina,56.04,93.0
"Translation Russian Ukrainian,Data Mining,CAD",United States,32.28,100.0
"Print Design,TypeScript,Shopify,Translation,Localization,Press Release Writing,Graphic Design,Writing,Product Descriptions,Translation English Brazilian PortugueseTranslation Brazilian Portuguese English,Editorial WritingInterpretation,Adobe InDesign",United States,37.21,96.0
"Motion Graphics,Poster Design,MS Excel,Quantitative Finance,Adobe Photoshop,Grant SubmissionNonprofit Organization,Commercial Photography,Flyer Design,Presentation Design,Color Grading,Investment Research",Ukraine,30.56,100.0
"Engineering Drawing,UIKit,Shopify,Product Listing,three.js,Adobe PDF,Logo DesignVector Graphics,Banner Ad Design,Adobe Photoshop,Adobe Illustrator,Flyer Design,eCommerce",China,81.6,99.0
"Adobe Audition,Texture Mapping,Digital Marketing,Adobe Premiere Pro,Male Voice Over,Translation English Indonesian",Ukraine,20.99,100.0
Adobe InDesign,Egypt,38.51,100.0
"Report Writing,Translation,Brochure Design,Gambling,Editing,Adobe Illustrator,Auditing,Business Strategy,PresentationPresentation Design",Indonesia,41.6,100.0
"Adobe IllustratorAdobe Photoshop,Public Speaking,Brochure Design,Translation Greek English,Audio Editing,Writing,Illustration,Brand Guidelines,TranscriptionTranslation,Grant Writing,Voice Talent",Russia,15.99,100.0
"Shopify,Label and Package Design,Product Listing,Translation Italian Spanish,Product Descriptions,Adobe Premiere,Layout Design",Argentina,3.0,100.0
"Print Design,Cartooning,Layout Design,Adobe Photoshop Lightroom",Ukraine,3.0,100.0
"Engineering Drawing,Product Photography,CopywritingDesign Thinking",Vietnam,29.12,100.0
"Adobe IllustratorAdobe InDesign,Data Extraction,Qt,Amazon Redshift,Python Pandas,Social Networking Development,OrganizerTranslation English Spanish,Proofreading,Machine Learning,Python,Watercolor Painting",Argentina,31.5,100.0
"Logo Design,eBook Design,Animation,Infographics",Bangladesh,22.87,100.0
"Executive Coaching,Scrum Master,Proofreading,Photograph Color Correction",United States,28.6,100.0
"WooCommerceWordPress Plugin,English,MySQL,PHP,Zend Framework,Laravel,Chat SupportEmail Handling,Translation Spanish French",Ukraine,41.76,100.0
"Label and Package Design,Translation Russian English,SEO,Explainer Video,Translation English Indonesian",United Kingdom,13.84,100.0
"Russian,Drawing,Data Scraping,Brochure Design,LogoBrochure Design,Exploratory Data Analysis,Constant Contact",United States,81.47,100.0
"Image EditingImage Processing,Photo Restoration,Product Photography,Adobe After Effects,PHP,Adobe Illustrator,Data Entry,API Development",United States,14.82,88.0
"VFX Design,Smart Contracts,Audiobook,Video Editing,Photo Manipulation",Indonesia,41.66,99.0
"Live Chat Operator,Marketing Collateral,English Proofreading,Business,Product Research,Visual Presentation Design",Argentina,32.19,100.0
"PSD to HTML,Translation,Slovakian",United States,43.55,96.0
"Print Design,CodeIgniter,Prepress,Subtitles,Translation English Brazilian Portuguese,Translation Portuguese English,Translation Brazilian Portuguese English,Instrumentationnan,Presentation Design,Adobe Acrobat",Ukraine,41.06,100.0
"Translation,iOS DevelopmentMySQL,Translation English CzechTranslation English Russian",Argentina,10.08,95.0
"CGI,ShopifyWordPress,Prototyping,CopywritingVoice Over Russian,ProTools,Adobe Premiere",Ukraine,41.59,88.0
"Whiteboard Animation,Virtual Assistant,Web ProgrammingWeb Design,Competitive Analysis,Voice Over English,Illustration,Data Visualization,RPG Writing,Data Entry,Voice Recording,PSD to HTML",Pakistan,69.09,98.0
"Translation Russian English,Interior Design,Adobe XD,Web Design,Editing,Translation English Russian,Node.js,Proofreading",Colombia,146.14,96.0
"Responsive Web Design,Lead Generation,Content Creation,TranscriptsVoice Over,Web Design,Architectural Rendering,Marketing Strategy",Poland,49.24,100.0
"Translation English German,Translation Russian Ukrainian,Microsoft Excel,Japanese,Adobe PhotoshopVector Graphics,Translation English Polish,Subtitles,Adobe Photoshop,Microsoft Office,Translation English SpanishTranslation Spanish English,Translation German English",Serbia,43.9,99.0
"Magazine Layout,Blog Content,Website RedesignWix,Business Writing,Web Design,Translation English Russian,SEO Keyword Research,Medical",Singapore,37.9,100.0
"Print Design,Logo Addition,Brand Identity,Graphic Design,Translation,Commercials,Narration,Proofreading,Articulate Presenter,Academic Writing,Editing,Translation English Japanese,Layout Design",India,15.98,73.0
"Website CustomizationWix SEO Wiz,Website DevelopmentResponsive Web Design,Unity,Graphic Design,Surface Design,Marketing,Virtual Assistant,Logo Design,Cartoon CharacterAdobe Photoshop,InterpretationTranscription,Subtitles,Contract DraftingNatural Language Processing,CorelDRAW,Marketing Strategy,Translation English RussianTranslation Russian English,PhotographyBlog Writing,AnimationVoice Over",Egypt,74.17,99.0
"Strategic PlanningResearch,Translation,Motion Graphics,Brochure Design,Compositing,VideographyPhotography,Balance Sheets,Responsive Design,Photo Editing,Digital Marketing,Adobe Photoshop Lightroom,Photograph Color Correction,Adobe Photoshop LightroomRetouching,Business Consulting,Translation Italian Portuguese,Cartooning",Egypt,72.43,84.0
"Print Design,Localization,Lead Generation,Comic Art,WordPress,Social Media AdvertisingFacebook Marketing,Flyer Design,Translation English Arabic",Ukraine,12.62,100.0
"Landing Page,Academic Translation,Translation English Arabic,Cryptocurrency",Egypt,61.48,100.0
"Docker,Business,Proofreading",Armenia,44.72,89.0
Adobe InDesign,El Salvador,56.59,100.0
"Virtual Assistant,Sales Copywriting,Illustration,Graphic DesignCorelDRAW,Article Writing,Auditing,Adobe InDesign",Argentina,234.37,100.0
"Brand Guidelines,Adobe Illustrator,Layout Design,Teaching PortugueseArticle Writing",Russia,54.21,100.0
"TranslationEditorial Translation,Poster Design,Corporate Brand IdentityBook Cover Design,eCommerce Website,Technical Translation,Translation English SpanishTranslation Spanish English,English,Shopify,Shopify Templatesnan,KDP,Web Design,Voice Talent,Voice Acting,Adobe Acrobat,Flyer Design,eCommerce,Logo Design,Translation Italian Spanish,Adobe Photoshop,Caricature Drawing",United States,123.38,100.0
"Campaign Management,Amazon Web Services,Whiteboard Animation,Responsive Web Design,Comic Art,Translation,Retouching,Figma,Automated Testing,Python Pandas,Business AnalysisManagement Consulting,Adobe XD,AWS Lambda,MATLABMechanical Engineering,Web Design,Machine Learning,Python",Egypt,36.46,98.0
"English,Audio EditingSound Editing,Adobe Creative Suite,Adobe Photoshop,Adobe Illustrator,Scripting",United States,85.12,99.0
"Translation,Presentation Design,Constant Contact",Spain,197.77,100.0
"Translation Russian Ukrainian,Microsoft Excel,Internet Research,Microsoft Access ProgrammingVisual Basic,Industrial Design,Content Creation,Web Research,Presentation Design,Adobe Premiere Pro,Voice Recording",Philippines,3.0,100.0
"Singing,Whiteboard Videos,Voice Over,Data Mining,Frontend Development,Voice Over British Accent,Voice Over American Accent,Artificial IntelligenceNatural Language Processing,Corporate Brand Identity,Proofreading",Ukraine,9.68,99.0
"Google Tag ManagerMarketing Strategy,Poster Design,Business Card Design,Advertising,Branding,Microsoft Office,Article Writing,Translation English Indonesian",Serbia,72.41,99.0
"Translation English Polish,Technical TranslationAcademic Translation,Letterhead Design,Technical Translation,Mastering,SQL,ASP.NET Core,Amazon,Adobe Illustrator,Audio Production,Angular,Music Producing,Influencer Marketing,Algorithms,Project Management Capability,Audio Design,Sound Effects,Adobe Photoshop,SaaS",Thailand,44.54,100.0
"Logo Design,Amazon ECS,Presentation Design",China,602.73,100.0
"Autodesk Maya,Photography,Clothing,Fashion Photography,Digital Photography,Photo Editing,Cinematography,Adobe Premiere",Lithuania,118.46,100.0
"Adobe Photoshop,Academic Translation,Sticker,Marketing",Serbia,25.38,100.0
"Poster Design,Photo Restoration,Adobe InDesignMicrosoft PowerPoint,Flyer Design,Corporate Brand Identity,Apple iBooks,Lead List",Spain,130.85,99.0
"Logo Design,Graphic Design,JavaScript,Social Media MarketingFacebook Marketing",Turkmenistan,56.29,100.0
"English Punctuation,Corporate Brand Identity,Copyediting,Flyer Design",Ukraine,22.28,100.0
"Python,Brochure Design,AWS Lambda",Serbia,29.46,100.0
"Print Designnan,Adobe Creative Suite,Poster Design,Voice Over,Program ManagementProduct Management,Book,Virtual Assistant,MathCad,Pitch Deck,Financial Presentations,Adobe Photoshop,Business,Voice Over American Accent,Adobe After Effects,Presentation Design,Male Voice Over,Canva",United States,161.63,95.0
"Green Screen Videos,Adobe Creative Suite,Microsoft Excel,Voice Over,Brochure Design,Translation English Portuguese,Substance Painter,CSS,Illustration,Proofreading,HTML",United Kingdom,48.68,99.0
"Localization,Translation,Fashion Illustration,Desktop Publishing,Design,Translation English Ukrainian,Translation English Russian,Computational LinguisticsPhonetics,CorelDRAW,IllustrationTextile Design,Proofreading",Ukraine,46.81,100.0
"Audio Recording,Translation English Italian,Logo Design,Google,French,Musical Transcription,Grammar,Italian,Translation French Spanish,Game Audio,Translation Spanish French,Flyer Design,Archicad,Proofreading",Sweden,49.09,97.0
"Microsoft Excel,Adobe Photoshop Lightroom,Vector Graphics,Email Marketing,Sales Writing",United Kingdom,7.22,100.0
"Translation Russian Ukrainian,Mockup,Flyer Design,User Interface Design,Proofreading",United States,45.58,100.0
"Email Copywriting,Adobe Audition,Writing",Pakistan,144.97,100.0
"Digital Art,Arts,Subtitles,Voice Over Korean,Academic Writing,Editing,Medical Translation,Adobe Illustrator,WordPress,Ghostwriting",Indonesia,121.68,100.0
"Translation,Academic WritingBusiness,Technical Editing,Financial Statements Preparation,Flyer Design,Event,Layout Design",Serbia,135.34,100.0
"TypeScript,CakePHPLaravel,Industrial DesignSolidWorks,Translation Dutch German,Translation Ukrainian English,WooCommerce",Pakistan,43.86,76.0
"Link BuildingSearch Engine Marketing,Photo Editing,TypographyMobile App Design,System Testing",Colombia,64.81,100.0
"CodeIgniter,Shopify,Translation,Translation English Russian,Website DevelopmentWordPress,Translation English Czech,Proofreading,Microsoft Wordnan,Translation English FrenchAmazon Seller Central,Shopify Theme,eLearning,Shopify SEO",United States,36.93,100.0
"Audio Engineering,Graphic Design,Narration,Motion Design,Adobe Lightroom CC,Adobe Illustrator,Voice Recording",Argentina,40.74,100.0
"Microsoft Excel,Adobe Creative Suite,Business Consulting",Slovenia,63.65,98.0
"Technical Editing,Keynote,Mockup,Graphic Design",Cambodia,3.0,100.0
"ProofreadingEditing,Whiteboard Animation,PunctuationPoetry,Business Card Design,Branding,Logo,Apple Pages,English Grammar,Stationery Design,Film Editing,Copyediting",Spain,171.23,99.0
"Facebook Advertising,Adobe IllustratorMicrosoft Word",Venezuela,39.23,100.0
"Translation Spanish English,Translation,Graphic Design,JMP,Presentation,Fundraising,Translation Polish English,English Grammar,CorelDRAW,Proofreading",Ukraine,34.24,94.0
"jQuery,Lead Generation,Logo Design,Graphic DesignBrochure Design,Prototype,MySQL,Adobe Illustrator,Business Consulting",Egypt,3.0,99.0
"Logo Design,Photograph Color Correction",Thailand,37.95,100.0
"Translation French Italian,eLearning",Argentina,13.55,93.0
"WordPress,Medical,Adobe InDesign,Jewelry Design",Canada,41.25,100.0
"Microsoft Excel,Graphic Design,Voice TalentSinging,Logo Design,Brochure Design,Developmental Editing,Translation Japanese English,LaravelJavaScript,Apple Pages,Digital Design,Editorial Translation,Technical Translation,Copyediting",Canada,123.9,100.0
"Translation Arabic EnglishArabic,Email Template Design,Corporate Finance,Caricature Drawing,Proofreading",Russia,3.0,99.0
"Web Programming,Graphic Design,Video Production,Corporate Event Planning,Logo Design,Node.js,React Native,English Proofreading,Commerce Cloud,Video Editing,MongoDB,SolidWorks,MySQL Programming",Ukraine,76.35,98.0
"PreziKeynote,JavaScript,Business Coaching,VectorWorks",Ukraine,42.77,100.0
"Adobe Creative Suite,Golang,Voice TalentInteractive Voice Response,Corporate Brand Identity,AWS CloudFront,Translation Chinese EnglishSocial Media Marketing,Data VisualizationOnboarding,Brochure DesignMagazine Layout,Adobe Photoshop,Adobe Illustrator,Python,Machine Learning,Bootstrap,Production Planning,Payment Processing,Flyer Design,Adobe Acrobat",Italy,173.78,99.0
"Sketch,Translation,SolidWorks",Pakistan,40.36,100.0
Adobe Illustrator,Ukraine,47.94,96.0
"English,Microsoft Excel,Internet Research,Sales Lead Lists,Logo,Google Docs,Proofreading",Greece,38.82,100.0
Motion Design,Spain,3.0,100.0
"Translation Spanish English,Graphic Design,Prospects,Adobe InDesign,Express,Flyer Design,SolidWorks",Sri Lanka,49.39,91.0
"Adobe Photoshop,Sales Copywriting,Graphic Design,Photography",Ukraine,35.06,97.0
"JavaScript,Translation,Website Translation,Translation English Portuguese,Adobe Illustrator,Communications,eCommerce,Flyer Design",Slovenia,45.54,80.0
"SEO Writing,Translation,Manual Testing,Legal Translation,Visual Presentation Design,Presentation Design,PSD to HTML",Ukraine,11.81,100.0
"RetouchingFood Photography,Interior Design,Voice Over,Figma,Corona Renderer,Autodesk Revit,Commercial Photography,Houdini,Data Entry,Video Post Editing,Official Documents Translation,Content SEO",Ukraine,38.74,100.0
"Adobe Creative Suite,Lead GenerationData Mining,Writing,Microsoft SQL SSRS,eCommerce,Ecommerce Platform Development",United States,119.33,83.0
"Voice Acting,Article Rewriting,Corporate Brand Identity,Illustration",China,51.37,100.0
"Voice Acting,Data Encoding,Relationship Management,Translation English Ukrainian",Egypt,36.09,100.0
"Instagram Stories,Narration,CATS Software CATS,Business EditingProofreading",Croatia,26.78,100.0
"SQL,Graphic Design,Logo Animation,Sketch,Ecommerce Platform Development,Web Application,Logo Design,TypographyMobile App Design,Motion Design,Corporate,Trailer,eCommerce,Email DesignGraphic Design,Angular,Video Ads",India,96.46,100.0
"English,eBook,Project Planning,Translation English Italian,SEO,French,Cross Functional Team Leadership,Fashion,Translation English French,Christian Theology,Translation English Hungarian,Photograph Color Correction,Voice Acting,Caricature Drawing,Translation Hungarian English",Serbia,31.9,100.0
"Web Scraper,Voice Over,Business Card Design,TV Broadcasting,German,Administrative Support,Pardot Marketing,Voice Recording,Dart",United States,48.41,100.0
"Adobe Creative Suite,Contract Translations,Acrylic Painting,Business Card Design,Brochure Design,Digital Marketing,Clipping Path,Lottie,Film Editing,Proofreading",Senegal,39.43,99.0
"Brochure Design,Graphic DesignUser Interface Design,Web Design,Web Research,Audio Post Production",Belarus,23.38,100.0
"Microsoft Excel,Graphic Design,Podcast Production,Compositing,Adobe Photoshop,Adobe Illustrator",United States,44.8,52.0
"SEO Writing,Motion Graphics,Digital Sculpting,Cartoon Character,Artificial Intelligence",Armenia,30.34,100.0
"Graphic Design,Cover Letter Writing,Brochure Design,Copywriting,Adobe Photoshop,Adobe Illustrator,Explainer Video",Ukraine,49.95,100.0
"Motion GraphicsVideo Editing,Writing,Flyer DesignBanner Ad Design",United States,205.07,100.0
"Translation English Slovak,English Proofreading,Adobe Photoshop,Adobe Illustrator,English Grammar,Corporate Brand Identity,Translation Ukrainian English,Proofreading",Egypt,199.67,100.0
"Motion Graphics,Adobe PhotoshopDrawing,Design Patterns,Microsoft PowerPointData Modeling,Business Card Design,Packaging Design,Digital Sculpting,Fashion Retouch,Java,Voice Acting,Corporate Brand Identity,PSD to HTML,Instructional DesignGraphic Design",United States,50.94,100.0
"Translation Spanish English,Website Copywriting,explainer videos,Data Entry,Search Engine MarketingWordPress,Adobe Acrobat",United States,22.93,93.0
"Physical Fitness,Medical Narration,Audio Editing,Voice Over British Accent,Management Skills,Transcription,Social Media",Ukraine,531.75,99.0
"Adobe Creative Suite,Audio EditingTranslation Nepali English,Zoho CRM,Corporate Brand Identity,Supply Chain Management,Proofreading",Ukraine,44.4,99.0
Business Card Design,Ukraine,33.72,99.0
"Virtual Reality,eBook Design",Venezuela,136.65,98.0
"Joomla,Adobe Photoshop,Adobe After Effects,API Development,Shopify SEO",United States,24.96,91.0
"TranslationSpanish Proofreading,Events,Apache NiFi,Translation",United States,82.95,100.0
"Music ProducingSound Editing,Infusionsoft Administration,Translation English Russian",Pakistan,55.25,100.0
"Print Design,Web Design",Ukraine,10.21,99.0
"eCommerce Website,Shopify,Packaging Design,Shopify Theme",Poland,3.0,100.0
"Adobe IllustratorAdobe InDesign,Data Encoding",Philippines,43.37,100.0
"Email Copywriting,Proofreading,Microcontroller ProgrammingAltium Designer",Ukraine,79.42,94.0
"Graphic Design,Technical Writing,Logo Design,Voice Talentnan,Architectural Rendering,User Interface Design,Architectural Design",United States,76.36,100.0
"Website Translation,User Experience DesignLogo Design,Portuguese,eLearning",Albania,32.7,91.0
"JavaScript,Shopify,Interior Design,Voice Over,Voice Over American Accentnan,Voice Over English,Translation Dutch EnglishVoice Over Dutch,Web Design,Architectural Rendering,Product Descriptions,Tattoo Design,Female Voice Over,PreziKeynote,Photo Manipulation",Colombia,64.2,100.0
"Bank Reconciliation,Accounts Payable Management,Financial Analysis,Accounting",Italy,77.29,100.0
"Translation Russian English,Animated Explainer,Audio EditingTranslation Nepali English,Character Animation,Regression Testing,Cold Calling,Video Ads",South Korea,34.84,98.0
"ESL Teaching,Drawing,Call Center Management,Network Monitoring,Customer Support",Philippines,31.42,100.0
"Shopify,Adobe PDF,Logo Design,Ecommerce Platform Development,Translation English FrenchAmazon Seller Central,Google Search,eCommerce,Linux System Administration,Strategic Planning",Belarus,34.11,99.0
"Video Production,Virtual Assistant,Mechanical Design,Translation English Brazilian Portuguese,Data Entry",Bangladesh,3.0,98.0
"Portuguese,R,Report Writing,three.js,Autodesk Revit,TranslationMarketing Research,Tutoring,Portrait,Web Design,Architectural Rendering,Film Criticism,Motion GraphicsLogo Design,Shopify SEO",Bangladesh,40.89,99.0
"Captions,Graphic Design,Prepress,Translation English SpanishTechnical Translation,Mechanical EngineeringElectrical Engineering,Web Testing,Motion DesignVFX Design",Ukraine,36.3,100.0
"Autodesk Maya,UIKit,Shopify,Product Listing,Ecommerce Platform Development,English Proofreading,Translation Japanese English,Translation English Spanish,Translation English Japanese,eCommerce,Adobe InDesign,WooCommerce",Ukraine,581.07,96.0
"Logo Animation,explainer videos,Office,Trailer,Motion Design,Illustration,Explainer Video",Pakistan,32.86,100.0
"Responsive Web Design,Graphic Design,Photography,Prepress,Brochure Design,Film Direction,Illustration,WordPress,Article Writing,Voice Acting,Voice Recording,Ghostwriting",Ukraine,45.65,100.0
"Shopify,Customer SupportZendesk,Translation Arabic English,Translation French German,Illustration,Microsoft Office,eCommerce Website,Product Descriptions,Software Localization,SEO Backlinking,Research",United States,33.62,100.0
"Adobe IllustratorAdobe Photoshop,Adobe PremiereAdobe After Effects,Logo Design,Database Design,Fashion,IT Outsourcing,Firebase,Drafting,Video Animation,Node.js,Watercolor Painting,Video Ads",United States,495.44,100.0
"Translation English German,Humor Writing,Motion Graphics,CAD,Voice Over American AccentFemale Voice Over,Proofreading,Film Production,Adobe Photoshop,Italian,Video Color Correction,Adobe After Effects,React,PunctuationPoetry",Switzerland,9.9,89.0
"Adobe Premiere Pro,MYOB Administration,eBook Design",Argentina,39.57,100.0
"Captions,Blog Content,Translation Spanish English,Graphic Design,Logo Design,Editorial Design,English Proofreading,English Spelling,Voice Over JapaneseEnglish,Layout Design",Ukraine,24.6,93.0
"Localization,Graphic Design,Logo Design,Typing,Writing,Fundraising,WordPress,Grant Writing,Survey",Ukraine,29.13,100.0
"Voice Over Australian Accent,Interior Design,Audio Editing,Voice Over English,Asterisk,Shopify Plus,Oberlo,Logo DesignAdobe Photoshop,Shopify,Voice Over,Automated Testing,Voice Talent,Adobe Audition,PlanningLean Consulting,Customer SupportZendesk,Translation English Japanese,Adobe Captivate,Translation Italian Spanish,Photo Editing",Singapore,58.43,100.0
"eCommerce Website,Adobe Photoshop,Academic Writing,Writing",Mexico,163.92,100.0
"Voice OverVoice Talent,Brand Marketing,Amazon Webstore,Due Diligence,Microsoft Windows Server,Design Research,Architectural Rendering,Mobile UI Design,Adobe Illustrator,Google AdSense",United States,39.75,100.0
"Adobe IllustratorAdobe InDesign,Sales,Shopify,Translation English FrenchAmazon Seller Central,AnimationGraphic Design,Translation,Residential Remodeling,Logo Design,Graphic Design,Final Cut Pro,Financial Modeling,eCommerce,WooCommerce,Oberlo",Ukraine,27.97,100.0
"CartooningPortraiture,Graphic Design,Translation,Shopify SEO",Brazil,18.33,96.0
"CSS,eLearningProject Management,Website Development,PSD to Mailchimp",United States,39.32,100.0
"Voice OverFilm Dubbing,Localization,Virtual Assistant,Pitch Deck,Facebook Advertising,Illustration,Data Entry,Layout Design",United States,78.01,100.0
"Whiteboard Animation,Graphic Design,User Experience DesignUser Interface Design,Translation French English,Translation English Italian,French,Adobe Photoshop,Translation English French,Christian Theology,Adobe Illustrator,Digital Video",Ukraine,34.72,89.0
"Print Design,Adobe IllustratorAdobe Photoshop,UIKit,Vector Tracing,EditingMIDI,React Native,Microsoft Power BI Data VisualizationVirtual Assistant,Calligraphy",Lithuania,38.61,100.0
"Photography,Podcast Production,Comic Art,Compositing,Counseling Psychology,Photo Editing,Lean Consulting,Translation Brazilian Portuguese English,Adobe Photoshop Lightroom,Vector Graphics",Spain,93.04,99.0
"Microsoft Excel,PresentationManagement Consulting,Translation,iOS,Python Pandas,Packaging Design,Image Processing,WordPress,Social Media Marketing,Translation Korean EnglishEnglish Proofreading,PSD to HTML",Ukraine,25.49,100.0
"Microsoft Excel,Data Scraping,Voice Over,Translation Italian English,Hindi,Voice Over British Accent,Web Design,Voice Acting,Web Research,Auditing,Corporate Brand Identity,Voice TalentVoice Acting",Philippines,67.47,100.0
